,step,acc,seq_length,seed,model
181,1810,0.65625,81,42,LSTM
182,1820,0.6171875,81,42,LSTM
183,1830,0.66796875,81,42,LSTM
184,1840,0.66796875,81,42,LSTM
185,1850,0.67578125,81,42,LSTM
186,1860,0.7109375,81,42,LSTM
187,1870,0.66796875,81,42,LSTM
188,1880,0.671875,81,42,LSTM
189,1890,0.68359375,81,42,LSTM
190,1900,0.6796875,81,42,LSTM
191,1910,0.671875,81,42,LSTM
192,1920,0.640625,81,42,LSTM
193,1930,0.625,81,42,LSTM
194,1940,0.703125,81,42,LSTM
195,1950,0.671875,81,42,LSTM
196,1960,0.67578125,81,42,LSTM
197,1970,0.6640625,81,42,LSTM
198,1980,0.69921875,81,42,LSTM
199,1990,0.62890625,81,42,LSTM
200,2000,0.6796875,81,42,LSTM
201,2010,0.640625,81,42,LSTM
202,2020,0.6484375,81,42,LSTM
203,2030,0.65625,81,42,LSTM
204,2040,0.65234375,81,42,LSTM
205,2050,0.75390625,81,42,LSTM
206,2060,0.6953125,81,42,LSTM
207,2070,0.671875,81,42,LSTM
208,2080,0.62890625,81,42,LSTM
209,2090,0.640625,81,42,LSTM
210,2100,0.6796875,81,42,LSTM
211,2110,0.6796875,81,42,LSTM
212,2120,0.65234375,81,42,LSTM
213,2130,0.69140625,81,42,LSTM
214,2140,0.64453125,81,42,LSTM
215,2150,0.66796875,81,42,LSTM
216,2160,0.67578125,81,42,LSTM
217,2170,0.69921875,81,42,LSTM
218,2180,0.67578125,81,42,LSTM
219,2190,0.65625,81,42,LSTM
220,2200,0.63671875,81,42,LSTM
221,2210,0.68359375,81,42,LSTM
222,2220,0.65625,81,42,LSTM
223,2230,0.671875,81,42,LSTM
224,2240,0.671875,81,42,LSTM
225,2250,0.7109375,81,42,LSTM
226,2260,0.6640625,81,42,LSTM
227,2270,0.6640625,81,42,LSTM
228,2280,0.62890625,81,42,LSTM
229,2290,0.640625,81,42,LSTM
230,2300,0.68359375,81,42,LSTM
231,2310,0.65234375,81,42,LSTM
232,2320,0.734375,81,42,LSTM
233,2330,0.69921875,81,42,LSTM
234,2340,0.56640625,81,42,LSTM
235,2350,0.6640625,81,42,LSTM
236,2360,0.671875,81,42,LSTM
237,2370,0.640625,81,42,LSTM
238,2380,0.6875,81,42,LSTM
239,2390,0.73828125,81,42,LSTM
240,2400,0.640625,81,42,LSTM
241,2410,0.6328125,81,42,LSTM
242,2420,0.6640625,81,42,LSTM
243,2430,0.671875,81,42,LSTM
244,2440,0.6796875,81,42,LSTM
245,2450,0.71484375,81,42,LSTM
246,2460,0.6328125,81,42,LSTM
247,2470,0.6328125,81,42,LSTM
248,2480,0.6953125,81,42,LSTM
249,2490,0.6796875,81,42,LSTM
250,2500,0.6640625,81,42,LSTM
251,2510,0.67578125,81,42,LSTM
252,2520,0.66796875,81,42,LSTM
253,2530,0.671875,81,42,LSTM
254,2540,0.64453125,81,42,LSTM
255,2550,0.6796875,81,42,LSTM
256,2560,0.6953125,81,42,LSTM
257,2570,0.6328125,81,42,LSTM
258,2580,0.62890625,81,42,LSTM
259,2590,0.66796875,81,42,LSTM
260,2600,0.70703125,81,42,LSTM
261,2610,0.703125,81,42,LSTM
262,2620,0.65625,81,42,LSTM
263,2630,0.68359375,81,42,LSTM
264,2640,0.671875,81,42,LSTM
265,2650,0.671875,81,42,LSTM
266,2660,0.66796875,81,42,LSTM
267,2670,0.69921875,81,42,LSTM
268,2680,0.69921875,81,42,LSTM
269,2690,0.69140625,81,42,LSTM
270,2700,0.6640625,81,42,LSTM
271,2710,0.6328125,81,42,LSTM
272,2720,0.6484375,81,42,LSTM
273,2730,0.6484375,81,42,LSTM
274,2740,0.69921875,81,42,LSTM
275,2750,0.6640625,81,42,LSTM
276,2760,0.65234375,81,42,LSTM
277,2770,0.67578125,81,42,LSTM
278,2780,0.66796875,81,42,LSTM
279,2790,0.66015625,81,42,LSTM
280,2800,0.69140625,81,42,LSTM
281,2810,0.6953125,81,42,LSTM
282,2820,0.68359375,81,42,LSTM
283,2830,0.69921875,81,42,LSTM
284,2840,0.70703125,81,42,LSTM
285,2850,0.671875,81,42,LSTM
286,2860,0.6953125,81,42,LSTM
287,2870,0.6171875,81,42,LSTM
288,2880,0.65625,81,42,LSTM
289,2890,0.65234375,81,42,LSTM
290,2900,0.67578125,81,42,LSTM
291,2910,0.640625,81,42,LSTM
292,2920,0.66796875,81,42,LSTM
293,2930,0.67578125,81,42,LSTM
294,2940,0.6796875,81,42,LSTM
295,2950,0.72265625,81,42,LSTM
296,2960,0.66015625,81,42,LSTM
297,2970,0.671875,81,42,LSTM
298,2980,0.6953125,81,42,LSTM
299,2990,0.66796875,81,42,LSTM
300,3000,0.66015625,81,42,LSTM
